gene,transcript,contrast,estimate,SE,df,t.ratio,p.value.corrected
FBgn0040089,FBtr0339435,down - control,-0.44124947,0.195017902,540,-2.262610072,0.504782154
FBgn0040089,FBtr0339435,down - up,-0.085955763,0.19748973,540,-0.435241688,0.999999422
FBgn0040089,FBtr0339435,control - up,0.355293707,0.196021364,540,1.812525433,0.810716032
FBgn0040089,FBtr0339436,down - control,-0.580657517,0.19007174,540,-3.054938713,0.096133913
FBgn0040089,FBtr0339436,down - up,-0.104495456,0.19120095,540,-0.546521638,0.99999371
FBgn0040089,FBtr0339436,control - up,0.476162061,0.189640566,540,2.510866056,0.335306988
FBgn0031060,FBtr0074814,down - control,0.039000847,0.063163837,268,0.61745532,0.989698149
FBgn0031060,FBtr0074814,down - up,-0.037695489,0.063120389,268,-0.597199887,0.991161761
FBgn0031060,FBtr0074814,control - up,-0.076696337,0.063272493,268,-1.21215923,0.830704028
FBgn0031060,FBtr0309217,down - control,0.17892506,0.063867393,268,2.801508743,0.060272613
FBgn0031060,FBtr0309217,down - up,0.053097077,0.063478101,268,0.836462903,0.960460974
FBgn0031060,FBtr0309217,control - up,-0.125827983,0.064043931,268,-1.964713603,0.365484285
FBgn0031066,FBtr0074815,down - control,0.042085413,0.0310451,405,1.35562174,0.913463104
FBgn0031066,FBtr0074815,down - up,0.024400489,0.031049476,405,0.785858317,0.997207261
FBgn0031066,FBtr0074815,control - up,-0.017684924,0.031212391,405,-0.566599471,0.999741188
FBgn0031066,FBtr0074816,down - control,-0.033563132,0.030966727,405,-1.083844993,0.976316875
FBgn0031066,FBtr0074816,down - up,-0.019268346,0.030969065,405,-0.622180423,0.999481374
FBgn0031066,FBtr0074816,control - up,0.014294786,0.03113287,405,0.459154147,0.999947341
FBgn0031066,FBtr0074817,down - control,0.035607001,0.030984984,405,1.149169612,0.966142657
FBgn0031066,FBtr0074817,down - up,0.041296214,0.030992124,405,1.33247444,0.921103001
FBgn0031066,FBtr0074817,control - up,0.005689212,0.031157098,405,0.182597625,0.999999962
FBgn0036945,FBtr0074820,down - control,0.02459718,0.177807607,268,0.138335924,0.999992884
FBgn0036945,FBtr0074820,down - up,0.032778739,0.177827027,268,0.184329341,0.99997036
FBgn0036945,FBtr0074820,control - up,0.008181559,0.17801242,268,0.045960608,0.999999971
FBgn0036945,FBtr0074821,down - control,-0.075996834,0.177253718,268,-0.428746062,0.998144838
FBgn0036945,FBtr0074821,down - up,-0.018591973,0.177253565,268,-0.104889134,0.999998209
FBgn0036945,FBtr0074821,control - up,0.057404861,0.177423147,268,0.323547756,0.999525417
FBgn0260397,FBtr0074825,down - control,-0.440561297,0.251242311,404,-1.753531459,0.712670381
FBgn0260397,FBtr0074825,down - up,-0.165342585,0.251456343,404,-0.657539924,0.999221848
FBgn0260397,FBtr0074825,control - up,0.275218712,0.252389841,404,1.090450831,0.97540742
FBgn0260397,FBtr0074826,down - control,0.575563845,0.251616772,404,2.287462157,0.352175694
FBgn0260397,FBtr0074826,down - up,0.209833235,0.251251342,404,0.835152694,0.995735094
FBgn0260397,FBtr0074826,control - up,-0.36573061,0.253046065,404,-1.445312377,0.879442021
FBgn0260397,FBtr0332693,down - control,-0.766126469,0.260292632,404,-2.943327531,0.081746085
FBgn0260397,FBtr0332693,down - up,-0.487377538,0.261504999,404,-1.863740806,0.639171346
FBgn0260397,FBtr0332693,control - up,0.27874893,0.259164726,404,1.075566628,0.977418742
FBgn0024814,FBtr0074830,down - control,-0.040657716,0.282014229,404,-0.144169025,0.999999994
FBgn0024814,FBtr0074830,down - up,-0.002602368,0.282014962,404,-0.009227764,1
FBgn0024814,FBtr0074830,control - up,0.038055349,0.283525712,404,0.134221862,0.999999997
FBgn0024814,FBtr0300813,down - control,0.416548572,0.282324362,404,1.475425532,0.866441773
FBgn0024814,FBtr0300813,down - up,0.183824679,0.282281602,404,0.65121027,0.999274968
FBgn0024814,FBtr0300813,control - up,-0.232723893,0.283853351,404,-0.819873687,0.996246396
FBgn0024814,FBtr0332771,down - control,-0.088348103,0.282722373,404,-0.312490666,0.99999734
FBgn0024814,FBtr0332771,down - up,-0.207440989,0.282693178,404,-0.7338026,0.998280791
FBgn0024814,FBtr0332771,control - up,-0.119092886,0.284138911,404,-0.41913614,0.999973867
FBgn0036967,FBtr0074837,down - control,-0.04831059,0.037932143,269,-1.273605632,0.799203134
FBgn0036967,FBtr0074837,down - up,-0.014087523,0.037995405,269,-0.370769121,0.999079267
FBgn0036967,FBtr0074837,control - up,0.034223067,0.03804665,269,0.899502791,0.946369536
FBgn0036967,FBtr0332775,down - control,0.02025387,0.036454888,269,0.555587206,0.993675788
FBgn0036967,FBtr0332775,down - up,0.021938845,0.036463788,269,0.601661165,0.990854
FBgn0036967,FBtr0332775,control - up,0.001684976,0.036634396,269,0.04599436,0.999999971
FBgn0003124,FBtr0074839,down - control,0.578326258,0.21271598,268,2.718772034,0.074874493
FBgn0003124,FBtr0074839,down - up,0.172923622,0.209400209,268,0.825804438,0.962562363
FBgn0003124,FBtr0074839,control - up,-0.405402637,0.217297076,268,-1.865660804,0.425699064
FBgn0003124,FBtr0100318,down - control,0.065101553,0.252795662,268,0.257526385,0.999845084
FBgn0003124,FBtr0100318,down - up,-0.539124508,0.249958091,268,-2.156859596,0.261723076
FBgn0003124,FBtr0100318,control - up,-0.604226061,0.250870329,268,-2.408519425,0.156960688
FBgn0262057,FBtr0074841,down - control,-0.926895335,0.283371441,404,-3.270955367,0.031613583
FBgn0262057,FBtr0074841,down - up,-0.48118121,0.283528473,404,-1.697117772,0.748142766
FBgn0262057,FBtr0074841,control - up,0.445714126,0.27317257,404,1.631621087,0.786903782
FBgn0262057,FBtr0074842,down - control,-0.062944894,0.26515563,404,-0.237388489,0.999999695
FBgn0262057,FBtr0074842,down - up,0.018268064,0.265104741,404,0.068908853,1
FBgn0262057,FBtr0074842,control - up,0.081212958,0.265802434,404,0.305538804,0.99999777
FBgn0262057,FBtr0345816,down - control,0.075022861,0.266247341,404,0.281778817,0.99999882
FBgn0262057,FBtr0345816,down - up,0.163435609,0.266128113,404,0.614123804,0.99952892
FBgn0262057,FBtr0345816,control - up,0.088412749,0.267084215,404,0.33102948,0.999995823
FBgn0036958,FBtr0302113,down - control,0.019189507,0.066702889,404,0.287686294,0.99999861
FBgn0036958,FBtr0302113,down - up,-0.028963234,0.066691259,404,-0.434288302,0.999965647
FBgn0036958,FBtr0302113,control - up,-0.048152741,0.067005344,404,-0.718640306,0.998519386
FBgn0036958,FBtr0306327,down - control,-0.12298223,0.070780801,404,-1.73750831,0.722921174
FBgn0036958,FBtr0306327,down - up,-0.100684037,0.070963195,404,-1.418820521,0.890224376
FBgn0036958,FBtr0306327,control - up,0.022298193,0.070727205,404,0.315270378,0.999997149
FBgn0036958,FBtr0306328,down - control,0.120733801,0.067770845,404,1.781500594,0.694477314
FBgn0036958,FBtr0306328,down - up,0.089889489,0.067749383,404,1.326794214,0.922905643
FBgn0036958,FBtr0306328,control - up,-0.030844312,0.068156947,404,-0.452548314,0.999952871
FBgn0036952,FBtr0074853,down - control,0.97428519,0.615541357,268,1.582810284,0.610625979
FBgn0036952,FBtr0074853,down - up,0.675039622,0.615049033,268,1.097537898,0.882082057
FBgn0036952,FBtr0074853,control - up,-0.299245568,0.614293537,268,-0.487137744,0.996590396
FBgn0036952,FBtr0074855,down - control,1.199661088,0.620687314,268,1.9327946,0.384460301
FBgn0036952,FBtr0074855,down - up,1.13701179,0.621888591,268,1.82832071,0.449310423
FBgn0036952,FBtr0074855,control - up,-0.062649298,0.623296758,268,-0.100512794,0.999998552
FBgn0036951,FBtr0074856,down - control,0.213793905,0.40242852,268,0.531259328,0.994869616
FBgn0036951,FBtr0074856,down - up,0.674267854,0.401901288,268,1.67769518,0.547761
FBgn0036951,FBtr0074856,control - up,0.460473949,0.402692717,268,1.143487154,0.862695681
FBgn0036951,FBtr0332695,down - control,0.374657937,0.418844383,268,0.894503905,0.947592558
FBgn0036951,FBtr0332695,down - up,0.479009485,0.418632547,268,1.144224186,0.862371279
FBgn0036951,FBtr0332695,control - up,0.104351549,0.421025855,268,0.247850689,0.999871727
FBgn0036949,FBtr0074858,down - control,1.146259218,0.537614651,268,2.132120499,0.273983203
FBgn0036949,FBtr0074858,down - up,0.588169609,0.535165539,268,1.099042382,0.881473667
FBgn0036949,FBtr0074858,control - up,-0.55808961,0.539430913,268,-1.034589594,0.905913801
FBgn0036949,FBtr0332696,down - control,0.701148864,0.555507703,268,1.262176672,0.805255381
FBgn0036949,FBtr0332696,down - up,0.5603825,0.554624688,268,1.010381455,0.914230227
FBgn0036949,FBtr0332696,control - up,-0.140766365,0.562332691,268,-0.250325771,0.999865287
FBgn0036939,FBtr0074867,down - control,0.107431438,0.167094898,268,0.64293667,0.987610029
FBgn0036939,FBtr0074867,down - up,-0.049026105,0.167129106,268,-0.29334271,0.999706205
FBgn0036939,FBtr0074867,control - up,-0.156457542,0.167712666,268,-0.932890436,0.93770295
FBgn0036939,FBtr0332700,down - control,0.062071812,0.178818009,268,0.347122824,0.999331374
FBgn0036939,FBtr0332700,down - up,0.099028307,0.179521127,268,0.551624807,0.993883047
FBgn0036939,FBtr0332700,control - up,0.036956495,0.181681778,268,0.203413327,0.999951695
FBgn0036938,FBtr0074868,down - control,0.50027142,0.239778008,268,2.086394096,0.297534628
FBgn0036938,FBtr0074868,down - up,0.589963747,0.240561502,268,2.452444559,0.142368518
FBgn0036938,FBtr0074868,control - up,0.089692328,0.243973253,268,0.367631806,0.999116381
FBgn0036938,FBtr0332701,down - control,-0.041149501,0.24184297,268,-0.170149666,0.99998008
FBgn0036938,FBtr0332701,down - up,0.338730877,0.247372773,268,1.369313497,0.745366243
FBgn0036938,FBtr0332701,control - up,0.379880377,0.248000461,268,1.53177287,0.644054515
FBgn0036934,FBtr0074871,down - control,-0.45648024,0.09462772,268,-4.823958994,3.46537287143622e-05
FBgn0036934,FBtr0074871,down - up,0.098554946,0.099901465,268,0.986521531,0.921966243
FBgn0036934,FBtr0074871,control - up,0.555035186,0.095527399,268,5.810219796,2.63427280877693e-07
FBgn0036934,FBtr0332667,down - control,-0.089827959,0.075249369,268,-1.19373703,0.839630764
FBgn0036934,FBtr0332667,down - up,-0.038006728,0.07530399,268,-0.504710671,0.995968628
FBgn0036934,FBtr0332667,control - up,0.051821231,0.075505815,268,0.686321064,0.983359667
FBgn0036932,FBtr0074872,down - control,0.100151284,0.346796529,268,0.288789752,0.999727903
FBgn0036932,FBtr0074872,down - up,0.050020926,0.348901171,268,0.143367034,0.999991499
FBgn0036932,FBtr0074872,control - up,-0.050130357,0.350192955,268,-0.143150673,0.999991563
FBgn0036932,FBtr0302366,down - control,0.61330894,0.421644584,268,1.45456378,0.693426637
FBgn0036932,FBtr0302366,down - up,-0.413574787,0.421453217,268,-0.981306512,0.923596422
FBgn0036932,FBtr0302366,control - up,-1.026883726,0.423651223,268,-2.42388944,0.151733945
FBgn0261283,FBtr0074873,down - control,-0.329187192,0.241193283,268,-1.364827361,0.748005122
FBgn0261283,FBtr0074873,down - up,-0.314717676,0.250634008,268,-1.255686244,0.808654624
FBgn0261283,FBtr0074873,control - up,0.014469516,0.251047335,268,0.057636605,0.99999991
FBgn0261283,FBtr0074875,down - control,-0.019891029,0.238985066,268,-0.083231264,0.999999435
FBgn0261283,FBtr0074875,down - up,-0.018235772,0.240436104,268,-0.075844568,0.999999645
FBgn0261283,FBtr0074875,control - up,0.001655257,0.241253871,268,0.006861058,1
FBgn0036909,FBtr0074879,down - control,0.042480954,0.115174832,404,0.368838864,0.999990291
FBgn0036909,FBtr0074879,down - up,0.033179967,0.115184115,404,0.288060265,0.999998596
FBgn0036909,FBtr0074879,control - up,-0.009300988,0.115756191,404,-0.080349808,1
FBgn0036909,FBtr0074880,down - control,0.081262006,0.113960542,404,0.713071426,0.998599807
FBgn0036909,FBtr0074880,down - up,-0.001344591,0.113952973,404,-0.011799522,1
FBgn0036909,FBtr0074880,control - up,-0.082606597,0.114562254,404,-0.721062947,0.998483223
FBgn0036909,FBtr0344256,down - control,0.195049674,0.116844388,404,1.669311444,0.764942241
FBgn0036909,FBtr0344256,down - up,0.037021993,0.116705297,404,0.317226328,0.999997007
FBgn0036909,FBtr0344256,control - up,-0.158027682,0.117468616,404,-1.345275761,0.916933348
FBgn0001324,FBtr0074884,down - control,-0.120949034,0.051664062,268,-2.341067071,0.181466891
FBgn0001324,FBtr0074884,down - up,-0.004709497,0.052132657,268,-0.090336789,0.99999915
FBgn0001324,FBtr0074884,control - up,0.116239537,0.051616942,268,2.251964804,0.217837679
FBgn0001324,FBtr0304716,down - control,0.010068725,0.045392889,268,0.221812833,0.99992585
FBgn0001324,FBtr0304716,down - up,-0.046123037,0.045377725,268,-1.016424617,0.912198348
FBgn0001324,FBtr0304716,control - up,-0.056191762,0.045567123,268,-1.233164582,0.820228243
FBgn0020389,FBtr0074885,down - control,0.048765246,0.257789367,812,0.189167019,1
FBgn0020389,FBtr0074885,down - up,-0.508478428,0.257613803,812,-1.973801174,0.880997896
FBgn0020389,FBtr0074885,control - up,-0.557243674,0.258854004,812,-2.152733452,0.783944917
FBgn0020389,FBtr0074886,down - control,-0.086986273,0.257752218,812,-0.337480211,1
FBgn0020389,FBtr0074886,down - up,0.058216378,0.257809126,812,0.225811938,1
FBgn0020389,FBtr0074886,control - up,0.145202651,0.259112046,812,0.560385569,0.999999991
FBgn0020389,FBtr0074887,down - control,-0.015341141,0.256922776,812,-0.059711098,1
FBgn0020389,FBtr0074887,down - up,0.083520699,0.256932935,812,0.325068091,1
FBgn0020389,FBtr0074887,control - up,0.09886184,0.258287841,812,0.382758395,1
FBgn0020389,FBtr0074888,down - control,-0.266884296,0.259040399,812,-1.030280592,0.999912554
FBgn0020389,FBtr0074888,down - up,0.279412036,0.25963583,812,1.076169017,0.999841143
FBgn0020389,FBtr0074888,control - up,0.546296332,0.260623865,812,2.096110163,0.818066207
FBgn0020389,FBtr0074889,down - control,0.005192057,0.259084075,812,0.020040048,1
FBgn0020389,FBtr0074889,down - up,-0.116488803,0.258911008,812,-0.449918308,1
FBgn0020389,FBtr0074889,control - up,-0.12168086,0.260397276,812,-0.467289297,1
FBgn0020389,FBtr0332146,down - control,-0.181458928,0.259447123,812,-0.699406207,0.999999711
FBgn0020389,FBtr0332146,down - up,0.289069191,0.260420361,812,1.110009946,0.999758968
FBgn0020389,FBtr0332146,control - up,0.470528119,0.261372316,812,1.800221716,0.943524746
FBgn0036915,FBtr0074891,down - control,-0.012767472,0.068399154,268,-0.186661261,0.999968452
FBgn0036915,FBtr0074891,down - up,-0.028056805,0.068400755,268,-0.410182674,0.998500162
FBgn0036915,FBtr0074891,control - up,-0.015289332,0.068678373,268,-0.222622224,0.999924503
FBgn0036915,FBtr0074892,down - control,0.052912204,0.0675702,268,0.783070106,0.970214423
FBgn0036915,FBtr0074892,down - up,0.032825381,0.067574364,268,0.485766773,0.996635612
FBgn0036915,FBtr0074892,control - up,-0.020086824,0.067919725,268,-0.295743592,0.999694227
FBgn0036918,FBtr0074894,down - control,0.091747432,0.039721894,268,2.309744682,0.193729178
FBgn0036918,FBtr0074894,down - up,0.05742565,0.03972556,268,1.445559233,0.699057942
FBgn0036918,FBtr0074894,control - up,-0.034321782,0.039865242,268,-0.860945026,0.955331084
FBgn0036918,FBtr0330181,down - control,0.039626197,0.040937508,268,0.96796798,0.927667425
FBgn0036918,FBtr0330181,down - up,-0.022316775,0.040916754,268,-0.545419017,0.994197662
FBgn0036918,FBtr0330181,control - up,-0.061942973,0.041015081,268,-1.510248694,0.657990366
FBgn0036921,FBtr0074896,down - control,-0.150891162,0.0537901,268,-2.805184626,0.059683426
FBgn0036921,FBtr0074896,down - up,-0.03027503,0.053812865,268,-0.562598367,0.99329539
FBgn0036921,FBtr0074896,control - up,0.120616132,0.054019772,268,2.232814549,0.226255267
FBgn0036921,FBtr0331800,down - control,-0.024170914,0.05357422,268,-0.451166892,0.997632505
FBgn0036921,FBtr0331800,down - up,-0.035240597,0.053581236,268,-0.657704075,0.986265558
FBgn0036921,FBtr0331800,control - up,-0.011069683,0.053814354,268,-0.205701314,0.999948944
FBgn0004852,FBtr0074897,down - control,-0.066916787,0.053286513,268,-1.255792189,0.808599364
FBgn0004852,FBtr0074897,down - up,0.015977627,0.053566713,268,0.298275284,0.999681183
FBgn0004852,FBtr0074897,control - up,0.082894414,0.053558174,268,1.547745317,0.633644441
FBgn0004852,FBtr0304746,down - control,-0.017624535,0.051943037,268,-0.33930505,0.999401552
FBgn0004852,FBtr0304746,down - up,-0.063692487,0.051900357,268,-1.227207105,0.823231047
FBgn0004852,FBtr0304746,control - up,-0.046067953,0.052044082,268,-0.885171787,0.949828113
FBgn0036926,FBtr0074900,down - control,-0.075706763,0.052202616,404,-1.450248463,0.87736512
FBgn0036926,FBtr0074900,down - up,-0.011965584,0.052211743,404,-0.229174185,0.999999769
FBgn0036926,FBtr0074900,control - up,0.063741179,0.052456637,404,1.215121348,0.952937419
FBgn0036926,FBtr0074901,down - control,0.256579321,0.052823555,404,4.857289931,5.94161308982155e-05
FBgn0036926,FBtr0074901,down - up,0.102546596,0.052835528,404,1.940864417,0.585685529
FBgn0036926,FBtr0074901,control - up,-0.154032725,0.053197382,404,-2.895494478,0.092823132
FBgn0036926,FBtr0344084,down - control,-0.140200108,0.053347111,404,-2.628073124,0.178269247
FBgn0036926,FBtr0344084,down - up,-0.001781881,0.053446644,404,-0.033339434,1
FBgn0036926,FBtr0344084,control - up,0.138418227,0.053559739,404,2.584370837,0.19643076
FBgn0036929,FBtr0074904,down - control,-0.058967619,0.045234488,268,-1.303598684,0.782916117
FBgn0036929,FBtr0074904,down - up,-0.038589258,0.045255578,268,-0.852696166,0.95710727
FBgn0036929,FBtr0074904,control - up,0.020378362,0.045368681,268,0.449172453,0.997682055
FBgn0036929,FBtr0332720,down - control,0.026820719,0.049125866,268,0.545959215,0.994170772
FBgn0036929,FBtr0332720,down - up,-0.022997247,0.049025937,268,-0.469083283,0.997149868
FBgn0036929,FBtr0332720,control - up,-0.049817966,0.049075499,268,-1.015129079,0.912636417
FBgn0036927,FBtr0074909,down - control,-0.194409646,0.131155502,404,-1.482283575,0.863371252
FBgn0036927,FBtr0074909,down - up,-0.024419208,0.131218013,404,-0.186096462,0.999999956
FBgn0036927,FBtr0074909,control - up,0.169990438,0.131833722,404,1.289430618,0.934091496
FBgn0036927,FBtr0302049,down - control,-0.077141284,0.131384719,404,-0.587140458,0.999662414
FBgn0036927,FBtr0302049,down - up,0.075627366,0.131465515,404,0.575263906,0.999710099
FBgn0036927,FBtr0302049,control - up,0.15276865,0.132096326,404,1.156494317,0.964827521
FBgn0036927,FBtr0344085,down - control,-0.006014407,0.130623177,404,-0.046043946,1
FBgn0036927,FBtr0344085,down - up,-0.010740557,0.130623786,404,-0.082225124,1
FBgn0036927,FBtr0344085,control - up,-0.004726151,0.131321317,404,-0.03598921,1
FBgn0036922,FBtr0074913,down - control,-0.077828228,0.207934278,540,-0.374292438,0.999999884
FBgn0036922,FBtr0074913,down - up,0.021776012,0.207965586,540,0.104709692,1
